Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,issue,DocumentURL,startPage,FindACopy,Database
Review 10 -- No Title,"The reviewer to whom we sent this little book returned it the next day with the telegraphic dispatch: ""Too long; too much fish, poor punning, and nothing to recommend it in the way of wit or style."" This is perhaps an exceptional view, and will not be shared by many who are willing to be entertained even at the expense of time, credulity, and wordy fireworks.",124756437,Magazines,, Copyright American Periodicals Series III Jul 1895," 426563721 , 5790132 , 41364", review, Jul 1895, English, English,, New York,Jul 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,6,http://search.proquest.com/docview/124756437?accountid=14709, 417,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+10+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-07-01&amp;rft.volume=1&amp;rft.issue=6&amp;rft.spage=417&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 21 -- No Title,"Under the title of one of Schumann's most romantic short compositions Mr. Bagby has written a graceful and charming story, which breathes the very spirit of Weimar, so rich in the heritage of beauty and genius. It is refreshing to read a simple romance growing naturally out of the conditions of the book, without any attempt at character study and subtle analysis, and we therefore find the author putting his characters before the world and making them live in harmony with the scenes he has pictured with admirable fidelity.",124756440,Magazines,, Copyright American Periodicals Series III Jul 1895," 426563831 , 5790132 , 41364", review, Jul 1895, English, English,, New York,Jul 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,6,http://search.proquest.com/docview/124756440?accountid=14709, 411,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+21+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-07-01&amp;rft.volume=1&amp;rft.issue=6&amp;rft.spage=411&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
NOVEL NOTES.,"Tolstoy has warm admirers who could only under severe compulsion read The Kingdom of God is Within You, just as he has others who read War and Peace and Anna Karenina, in the rather vain hopes of extracting a gospel from them. The former had grown to think that the vein they valued was completely worked out; but the inventive faculty and the power of scenic representation, when they are as strong as they were in Tolstoy, are not easily exhausted or weakened.",124756487,Magazines,, Copyright American Periodicals Series III Jul 1895," 426563851 , 5790132 , 41364", review, Jul 1895, English, English,, New York,Jul 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,6,http://search.proquest.com/docview/124756487?accountid=14709, 409,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=NOVEL+NOTES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-07-01&amp;rft.volume=1&amp;rft.issue=6&amp;rft.spage=409&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BOOKMAN BREVITIES.,"A work which had a ready sale at the time of its publication, and which has long been out of print, has been resuscitated by Messrs. Frederick Warne and Company, and put forth in its eighth edition. Considering that Mr. Knowles compiled and arranged The Legends of King Arthur and his Knights ($1.",124758046,Magazines,, Copyright American Periodicals Series III Jul 1895," 426563611 , 5790132 , 41364", review, Jul 1895, English, English,, New York,Jul 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,6,http://search.proquest.com/docview/124758046?accountid=14709, 424,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BOOKMAN+BREVITIES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-07-01&amp;rft.volume=1&amp;rft.issue=6&amp;rft.spage=424&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 12 -- No Title,"Listen to my tale of woe! would seem at first glance of Mr. Lowry's title to be the burden of his book. But in spite of the unfortunate name given to the collection of short stories contained in this volume, the contents are found on perusal to be more inviting. Two thirds of the stories are women's tragedies, and if read hard after one another we must confess that the effect is rather gloomy, but taken at random these Cornish tales are exceptionally good and evince a quiet, reserved power and a fine sensibility.",124758100,Magazines,, Copyright American Periodicals Series III Jul 1895," 426563741 , 5790132 , 41364", review, Jul 1895, English, English,, New York,Jul 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,6,http://search.proquest.com/docview/124758100?accountid=14709, 416,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+12+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-07-01&amp;rft.volume=1&amp;rft.issue=6&amp;rft.spage=416&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE MASTER.,"Mr. I. Zangwill, best known in this country as the author of Children of the Ghetto and another volume of short stories, possesses in a marked degree the qualities which lead to literary success. That he is an able, virile, and, above all, an interesting writer of fiction, with a keenly developed sense of the artistic side of life, is a fact well known to the reading public.",124758168,Magazines," Ford, James L
James
James L Ford
Ford
L
James L Ford", Copyright American Periodicals Series III Jul 1895," 426563891 , 5790132 , 41364", review, Jul 1895, English, English,, New York,Jul 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,6,http://search.proquest.com/docview/124758168?accountid=14709, 403,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+MASTER.&amp;rft.au=Ford%2C+James+L&amp;rft.aulast=Ford&amp;rft.aufirst=James&amp;rft.date=1895-07-01&amp;rft.volume=1&amp;rft.issue=6&amp;rft.spage=403&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 4 -- No Title,"Despite the trivial nature and many faults of this small novel, with its awkward though descriptive title, it teaches several wholesome lessons. Briefly, it is the story of a professor of political economy in a New England university, who receives through a relative of his ambitious wife the appointment of minister to Germany, and goes to Berlin accompanied by his wife, daughter, and niece.",124753169,Magazines,, Copyright American Periodicals Series III Aug/Sep 1895," 427389261 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753169?accountid=14709, 57,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+4+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=57&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
NATURAL RIGHTS.,"To the non-philosophic reader the denial of the theory of natural rights may seem a distinctly revolutionary idea; yet, on the contrary, it was by the promoters of revolution that the doctrine was at first affirmed. As Professor Ritchie shows, in his admirable historical survey of his subject, the theory is primarily negative--""an appeal from authorities that had lost their sacredness,"" back to a supposed original state of nature, in which man had been possessed of ""certain unalienable rights,"" which were the foundations of those acquired in society.",124753213,Magazines," Wilde, Norman
Norman
Norman Wilde
Wilde
Norman Wilde", Copyright American Periodicals Series III Aug/Sep 1895," 427389381 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753213?accountid=14709, 47,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=NATURAL+RIGHTS.&amp;rft.au=Wilde%2C+Norman&amp;rft.aulast=Wilde&amp;rft.aufirst=Norman&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=47&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE BOOKMAN'S TABLE.,"This painstaking appreciation of Thackeray is vitiated by one capital defect. Wide human sympathy is absolutely essential to good literary criticism. Mr. Jack sympathises with and understands the more elevated moods of mankind, but there are certain human phases and tempers that he would obliterate entirely.",124753437,Magazines,, Copyright American Periodicals Series III Aug/Sep 1895," 427389231 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753437?accountid=14709, 60,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+BOOKMAN%27S+TABLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=60&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
MORE JUVENILES.,"Since the ""bundling of the books"" by Mr. Brooks in the July BOOKMAN, several new publications have come to hand which will help to eke out the young people's store of summer reading. The first volume of a new series, the All-Over-theWorld Library, by the indefatigable Oliver Optic, has just come out in a glorious cover that will make the eyes of every boy dance with pure delight.",124753481,Magazines," An Old Boy
An Old Boy", Copyright American Periodicals Series III Aug/Sep 1895," 427389351 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753481?accountid=14709, 51,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=MORE+JUVENILES.&amp;rft.au=An+Old+Boy&amp;rft.aulast=An+Old+Boy&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=51&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 7 -- No Title,"Among writers of fiction who have been recently rising into prominence in Germany, the author of this story, we are told, has a distinguished place. If so it is not so much, we should imagine, by reason of his constructive skill in making a story as by the charming atmosphere in which he bathes it.",124753513,Magazines,, Copyright American Periodicals Series III Aug/Sep 1895," 427389291 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753513?accountid=14709, 55,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+7+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=55&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 9 -- No Title,"The Veiled Doctor, having been written by Miss Varina Anne Jefferson Davis, will probably have some sale in the South; otherwise it is a most unpleasant story, which the author seems to have had no reason for writing, and which there is surely no reason that any sane person should ever care to read.",124753543,Magazines,, Copyright American Periodicals Series III Aug/Sep 1895," 427389311 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753543?accountid=14709, 54,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+9+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=54&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 5 -- No Title,"A melancholy interest is attached to this work, as it was the last book which the late Dr. Underwood wrote--indeed he had but completed it a few days before his death. Dr. Underwood was never popular as a novelist, he lacked some of the essential qualities necessary to the compounding of a work of fiction, especially did he lack the kind of imagination which renders credibly and clearly the personalities of its characters, while it withdraws that of the author.",124753612,Magazines,, Copyright American Periodicals Series III Aug/Sep 1895," 427389271 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753612?accountid=14709, 56,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+5+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=56&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 11 -- No Title,"Were An Errant Wooing from another pen than Mrs. Harrison's it would be easier to review. But a book which is not a first one must be measured more or less by the author's former work, and this falls far short of the standard established by The Anglomaniacs, Sweet Bells out of Tune, and A Bachelor Maid.",124753661,Magazines,, Copyright American Periodicals Series III Aug/Sep 1895," 427389331 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753661?accountid=14709, 53,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+11+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=53&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
SONYA KOVALEVSKY.,"Between 1860 and 1870 the educated classes of Russian society were occupied with a serious question--the discord between the parents and children--and an epidemic seized upon the latter, especially the girls, of fleeing from the family roof to join the youthful community of Nihilists in St.",124753714,Magazines," Singleton, Esther
Esther
Esther Singleton
Singleton
Esther Singleton", Copyright American Periodicals Series III Aug/Sep 1895," 427389411 , 5798042 , 41364", review, Aug/Sep 1895, English, English,, New York,Aug/Sep 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,1,http://search.proquest.com/docview/124753714?accountid=14709, 43,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=SONYA+KOVALEVSKY.&amp;rft.au=Singleton%2C+Esther&amp;rft.aulast=Singleton&amp;rft.aufirst=Esther&amp;rft.date=1895-08-01&amp;rft.volume=2&amp;rft.issue=1&amp;rft.spage=43&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
